"id","country","poor"
68077,"A",0.106
73254,"A",0.786
27972,"A",0.092
76094,"A",0.704
29904,"A",0.986
5295,"A",0.008
79793,"A",0.04
38608,"A",0.004
83832,"A",0.766
10061,"A",0.896
35636,"A",0.994
31413,"A",0.274
5329,"A",0.226
14234,"A",0.946
38920,"A",0.054
56852,"A",0.28
61421,"A",0.998
68810,"A",1
2517,"A",0.21
74077,"A",0.472
58369,"A",0.54
71100,"A",0.168
4178,"A",0.47
44124,"A",0.86
21596,"A",0.958
1383,"A",0.146
64123,"A",0.9
79142,"A",0.702
63414,"A",0.63
47511,"A",0.46
88630,"A",0.006
35108,"A",0.014
22763,"A",0.386
72972,"A",0.008
49497,"A",0.932
23650,"A",0.248
48407,"A",0.76
27015,"A",0.25
33471,"A",0.976
69361,"A",0.174
3851,"A",0.614
59960,"A",0.646
78204,"A",0.152
61665,"A",0.108
51596,"A",0.506
26890,"A",0.122
38254,"A",0.32
32182,"A",0.94
18934,"A",0
92238,"A",0.996
26994,"A",0.498
63773,"A",0.92
99461,"A",0.978
48006,"A",0.768
2441,"A",0.022
19113,"A",0.27
52764,"A",0.002
84648,"A",0.864
65,"A",0.84
30577,"A",0.552
62362,"A",0.234
83887,"A",1
89782,"A",0.376
85409,"A",0.828
5976,"A",0.752
56173,"A",0.038
61757,"A",0.85
25703,"A",0.17
26529,"A",0.972
50639,"A",0.044
72827,"A",0.018
24803,"A",0.136
9428,"A",0.908
53475,"A",0.004
76524,"A",0.904
35370,"A",0.75
83736,"A",0.31
34221,"A",0.786
58364,"A",0.052
69012,"A",0.776
1128,"A",0.97
59093,"A",0.082
82125,"A",0.36
53366,"A",0.994
48311,"A",0.514
84749,"A",0.486
41147,"A",0.344
76751,"A",0.372
43601,"A",0.112
23728,"A",0.492
87689,"A",0.224
90281,"A",0.88
79018,"A",0.858
69379,"A",0.006
64743,"A",0.066
69697,"A",0.904
96217,"A",0.624
30417,"A",0.97
26613,"A",0.616
77710,"A",0.338
44541,"A",0.988
19681,"A",0.358
5686,"A",0.802
70099,"A",0.288
10813,"A",0.808
31959,"A",0.41
69449,"A",0.334
95685,"A",0.872
66250,"A",0.992
95455,"A",0.412
22394,"A",0.414
80119,"A",0.028
47252,"A",0.706
11492,"A",0.97
167,"A",0.02
92517,"A",0.03
13611,"A",0.49
50409,"A",0.516
9852,"A",0.032
92061,"A",0.828
96317,"A",0.65
700,"A",0.168
41467,"A",0.918
66463,"A",0.238
91307,"A",0.492
50160,"A",0.416
58167,"A",0.328
27524,"A",0.65
77358,"A",0
66615,"A",0.8
80171,"A",0.68
84121,"A",0.506
7042,"A",0.99
10511,"A",0.008
99519,"A",0.874
44887,"A",0.122
76645,"A",0.89
8552,"A",0.702
54881,"A",0.976
18528,"A",0.982
93917,"A",0.284
22199,"A",0.45
13799,"A",0.138
1885,"A",0.21
50423,"A",0.526
32851,"A",0.282
76812,"A",0.588
72909,"A",0.042
39231,"A",0.272
44394,"A",0.156
63567,"A",0.576
71519,"A",0.664
77874,"A",0.046
40808,"A",0.356
97977,"A",0.696
97303,"A",0.086
57918,"A",0.052
76572,"A",0.018
62301,"A",0.138
44913,"A",0.188
53046,"A",0.042
29565,"A",0.276
72549,"A",0.454
65935,"A",0.714
10659,"A",0.042
61381,"A",0.38
6121,"A",0.298
51975,"A",0.684
95582,"A",0.91
49737,"A",0.958
13207,"A",0.204
87977,"A",0.22
72968,"A",0.246
24513,"A",0.234
4704,"A",0.722
10077,"A",0.962
32377,"A",0.932
79547,"A",0.074
47712,"A",0.324
50011,"A",0.11
14903,"A",0.548
18841,"A",0.608
9909,"A",0.078
20681,"A",0.086
67561,"A",0.768
19363,"A",0.046
29674,"A",0.354
1826,"A",0.972
52641,"A",0.498
766,"A",0
69671,"A",0.024
56549,"A",0.89
64870,"A",0.334
14640,"A",0.188
37472,"A",0.952
98397,"A",0.004
24855,"A",0.084
19101,"A",0.172
34738,"A",0.732
36176,"A",0.584
78255,"A",0.636
62591,"A",0.814
89731,"A",0.822
41557,"A",0.522
67166,"A",0.648
23885,"A",0.124
75160,"A",0.984
29930,"A",0
82327,"A",0.574
51479,"A",0.558
6816,"A",0.952
376,"A",0.464
14021,"A",0.69
7299,"A",0.082
10076,"A",0.454
72417,"A",0.282
36518,"A",0.978
55672,"A",0.53
19151,"A",0.118
69213,"A",0.722
42477,"A",0.906
10029,"A",0.146
25179,"A",0.146
84134,"A",0.988
18112,"A",0.002
18305,"A",0.044
89380,"A",0.02
53997,"A",0.738
7001,"A",0.492
45575,"A",0.67
4655,"A",0.348
65130,"A",0.14
17299,"A",0.95
97833,"A",0.076
24449,"A",0.304
17866,"A",0.668
73796,"A",0.3
80480,"A",0.854
11758,"A",0.072
94203,"A",0.73
45676,"A",0.212
13698,"A",0.422
17238,"A",0.556
6018,"A",0.622
28606,"A",0.91
97134,"A",0.092
97157,"A",0.284
69647,"A",0.548
67574,"A",0.228
89042,"A",0.822
98116,"A",0.204
68656,"A",1
51226,"A",0.746
92737,"A",0.126
64116,"A",0.008
16824,"A",0.304
74395,"A",0.12
51556,"A",0.858
85697,"A",0.26
87769,"A",0.4
30094,"A",0.654
97166,"A",0.228
31866,"A",0.966
28642,"A",0.718
68289,"A",0.386
73697,"A",0.614
12094,"A",0.054
752,"A",0.82
7558,"A",0.826
42671,"A",0.104
67276,"A",0.35
33235,"A",0.15
26543,"A",0
20654,"A",0.422
76368,"A",0.374
53072,"A",0.026
39758,"A",0.242
43491,"A",0.766
4957,"A",0.534
6430,"A",0.41
78612,"A",0.226
85213,"A",0.796
61578,"A",0.336
17964,"A",0.98
80823,"A",0.68
19202,"A",0.032
29492,"A",0.074
49734,"A",0.57
48660,"A",0.116
77375,"A",0.682
34368,"A",0.004
75487,"A",0.7
11007,"A",0.608
78325,"A",0.134
86302,"A",0.218
77654,"A",0.586
89609,"A",0.01
13336,"A",0.866
45182,"A",0.044
57371,"A",0.05
47594,"A",0.994
57318,"A",0.008
66331,"A",0.034
32291,"A",0.626
54130,"A",0.956
48852,"A",0.444
38748,"A",0
12825,"A",0.5
38150,"A",0.006
55438,"A",0.888
29499,"A",0.594
98237,"A",0.846
33164,"A",0.06
91550,"A",0.54
42332,"A",0.738
1329,"A",0.002
98095,"A",0.208
80034,"A",1
5837,"A",0.544
45488,"A",0.064
83872,"A",0.052
17166,"A",0.65
16177,"A",0.668
23191,"A",0.148
6730,"A",1
67623,"A",0.564
84190,"A",0.858
94844,"A",0.896
16855,"A",0.02
54390,"A",0.096
16380,"A",0
53890,"A",0.006
17709,"A",0.018
74028,"A",0.948
74872,"A",0.066
24316,"A",0.982
40339,"A",0.976
19080,"A",0.282
29856,"A",0.222
78419,"A",0.94
52300,"A",0.594
37347,"A",0.826
28558,"A",0.694
97972,"A",0.842
92888,"A",0.62
66400,"A",0.69
69760,"A",0.628
20751,"A",0.98
90991,"A",0.076
38256,"A",0.204
11604,"A",0.018
59210,"A",1
2596,"A",0.994
43564,"A",0.176
242,"A",0.252
61075,"A",0.084
52867,"A",0.496
90498,"A",0.976
58959,"A",0.196
36452,"A",0.774
56883,"A",0.228
40775,"A",0.16
64373,"A",0.396
92526,"A",0.718
82846,"A",0.004
88751,"A",0.224
86665,"A",0.7
1315,"A",0.278
57808,"A",0.572
37243,"A",0.51
72731,"A",0.114
78241,"A",0.004
28118,"A",0.002
46629,"A",0.03
52686,"A",0.814
37916,"A",0.276
76644,"A",0.784
5773,"A",0.014
62543,"A",0.49
92617,"A",0.57
91574,"A",0.352
63224,"A",0.73
98311,"A",0.94
98533,"A",0.41
88441,"A",0.32
18895,"A",0.642
28924,"A",0.49
56474,"A",0.714
86178,"A",0.532
36215,"A",0.248
15228,"A",0.126
92137,"A",0.668
68705,"A",0.004
5692,"A",0.95
22453,"A",0.898
96357,"A",0.264
50410,"A",0.264
32712,"A",0.266
28279,"A",0.482
75983,"A",0.78
71,"A",0.924
69566,"A",0.854
1859,"A",0.03
37003,"A",0.982
63527,"A",0.212
91603,"A",0.614
32155,"A",0.048
31734,"A",0.438
14647,"A",0.014
41785,"A",0.104
91598,"A",0.95
44909,"A",0.756
67710,"A",0.762
7002,"A",0.562
46019,"A",0.01
42128,"A",0.76
62372,"A",0.866
92780,"A",0.166
45781,"A",0.92
4269,"A",0.268
68590,"A",0.036
47409,"A",0.172
99127,"A",0.934
47771,"A",0.566
81138,"A",0.002
75178,"A",0.126
17599,"A",0.792
3161,"A",0.948
4067,"A",0.51
27224,"A",0.982
58898,"A",0.348
43993,"A",0.082
14887,"A",0.954
16045,"A",0.016
39116,"A",0.75
89451,"A",0.046
42189,"A",0.714
22017,"A",0.008
76370,"A",0.124
67130,"A",0.678
43258,"A",0.796
76246,"A",0.522
94822,"A",0.754
61095,"A",0.868
38213,"A",0.06
12118,"A",0.994
81879,"A",0.664
70747,"A",0.352
78535,"A",0.894
37307,"A",0.738
4804,"A",0.752
47656,"A",0.718
11314,"A",0.46
43240,"A",0.994
59295,"A",0.362
62672,"A",0.01
50753,"A",0.68
20693,"A",0.49
24546,"A",0.054
79765,"A",0.162
3780,"A",0.952
59706,"A",0.918
50491,"A",0.084
71030,"A",0.78
3148,"A",0.156
2428,"A",0.398
29002,"A",0.274
56237,"A",0.186
88694,"A",0
74447,"A",0.464
10224,"A",0.074
67277,"A",0.008
42731,"A",0.974
37255,"A",0.66
24549,"A",0.748
28012,"A",0
59770,"A",0.628
7391,"A",0.012
12331,"A",0.632
691,"A",0.614
99283,"A",0.43
29127,"A",0.816
12312,"A",0.406
96876,"A",0.084
47412,"A",0.638
25972,"A",0.03
90578,"A",0.074
76755,"A",0.024
69225,"A",0.786
37522,"A",0.142
11868,"A",0.234
59584,"A",0.982
40668,"A",0.844
26720,"A",0.314
62874,"A",0.844
19536,"A",0.168
73249,"A",0.108
5606,"A",0.964
6020,"A",0.88
30566,"A",0.098
23940,"A",0.914
77350,"A",0.988
61123,"A",0.502
72303,"A",0
51102,"A",0.022
12255,"A",0.524
63171,"A",0.158
88783,"A",0.668
11839,"A",0.692
16795,"A",0.122
75158,"A",0.126
92290,"A",0.012
90390,"A",0.302
69134,"A",0.598
77429,"A",0.54
86524,"A",0.026
46626,"A",0.424
59219,"A",0.536
54093,"A",0.184
91791,"A",0.324
74026,"A",0.236
89537,"A",0.974
54631,"A",0.76
91906,"A",0.102
95777,"A",0.004
76623,"A",0.02
58207,"A",0.22
15470,"A",0.03
58645,"A",0.002
8406,"A",0.71
83855,"A",0.864
17852,"A",0.892
1040,"A",0.758
65261,"A",0.998
34770,"A",0.902
93701,"A",0.504
76508,"A",0.018
42255,"A",0.326
81314,"A",0.046
61205,"A",0.12
17821,"A",0.274
43106,"A",0.02
78943,"A",0.904
35388,"A",0.752
26611,"A",0.708
8225,"A",0.102
69240,"A",0.304
96968,"A",0.964
81092,"A",0.516
11765,"A",0.704
61446,"A",0
76556,"A",0.522
79452,"A",0.168
53274,"A",0.998
44846,"A",0.034
50130,"A",0.028
12680,"A",0.926
75054,"A",0.322
17766,"A",0.652
21054,"A",0.972
11548,"A",0.724
74094,"A",0.478
12829,"A",0.306
88909,"A",0.452
34096,"A",0.01
17496,"A",0.864
52742,"A",0.004
83233,"A",0.102
13472,"A",0.162
46647,"A",0.882
650,"A",0.836
34222,"A",0.184
46778,"A",0.696
27583,"A",0.978
64947,"A",0.826
88773,"A",0.736
10296,"A",0.262
75674,"A",0.996
42567,"A",0.002
46571,"A",0.574
94424,"A",0.846
79250,"A",0.008
89396,"A",0.968
96490,"A",0.71
86320,"A",0.76
96401,"A",0.746
51977,"A",0.098
52873,"A",0.702
55073,"A",0.03
74861,"A",0.02
62556,"A",0.38
23140,"A",0.592
34916,"A",0.384
31357,"A",0.626
15488,"A",0.726
87560,"A",0
71530,"A",0.238
92479,"A",0.198
24505,"A",0.504
50232,"A",0.116
13786,"A",0.758
88004,"A",0.846
9734,"A",0.694
28686,"A",0.286
80075,"A",0.61
44378,"A",0.3
66868,"A",0.02
96602,"A",0.906
34754,"A",1
18682,"A",0.748
82932,"A",0.722
69598,"A",0.898
47385,"A",0.818
54816,"A",0.108
29559,"A",0.934
17529,"A",0.114
19910,"A",0.034
57981,"A",0.33
93296,"A",0.964
76110,"A",0.862
69307,"A",0.534
37231,"A",0.85
38658,"A",0.802
63061,"A",0.846
31555,"A",0.888
15635,"A",0.434
9633,"A",0.54
55150,"A",0.87
40448,"A",0.972
11696,"A",0.374
23764,"A",0.924
91275,"A",0.062
66871,"A",0.172
90535,"A",0.488
9679,"A",0.148
54856,"A",0.986
87573,"A",0.632
29587,"A",0.104
90202,"A",0.52
53236,"A",0.042
66986,"A",0.8
35369,"A",0.398
20448,"A",0.99
6713,"A",0.102
16422,"A",0.508
6646,"A",0.894
99207,"A",0.328
55446,"A",0.7
9440,"A",0.622
20634,"A",0.97
43679,"A",0.406
68427,"A",0.366
35032,"A",0.356
98363,"A",0
95375,"A",0.984
6854,"A",0.846
76795,"A",0.084
62938,"A",0.006
51145,"A",0.29
38899,"A",0.868
38244,"A",0.938
58977,"A",0.002
9395,"A",0.924
62389,"A",0.04
43549,"A",0.694
47191,"A",0.418
21220,"A",0.064
75363,"A",0.74
87399,"A",0.358
34001,"A",0.974
27297,"A",0.678
6745,"A",0.324
65150,"A",0.02
69412,"A",0.33
94149,"A",0.786
30541,"A",0.43
68824,"A",0.286
46687,"A",1
52650,"A",0.474
11175,"A",0.17
16025,"A",0.862
90803,"A",0.046
56346,"A",0.084
78264,"A",0.092
7500,"A",0.968
15311,"A",0.196
21285,"A",0.098
2339,"A",0.062
28990,"A",0.514
75756,"A",0.008
76841,"A",0.878
80785,"A",0.49
11608,"A",0.746
65404,"A",0.532
15903,"A",0.48
63001,"A",0.956
30641,"A",0.782
70814,"A",0.108
71320,"A",0.998
52409,"A",0.07
49992,"A",0.084
35482,"A",0.218
2340,"A",0.034
10368,"A",0.854
5052,"A",0.132
59500,"A",0.276
19442,"A",0.518
62757,"A",0.09
19018,"A",0.296
41471,"A",0.972
4432,"A",0.008
23200,"A",0.73
45650,"A",0.932
32075,"A",0.162
47781,"A",0.348
79944,"A",0.87
32280,"A",0.976
92731,"A",0.068
67809,"A",0.024
65161,"A",0.9
44165,"A",0.838
37960,"A",0.846
3488,"A",0.904
45944,"A",0.708
96919,"A",0.836
10151,"A",0.98
1487,"A",0.31
84871,"A",0.174
56790,"A",0.688
36960,"A",0.092
59997,"A",1
83955,"A",0.094
69965,"A",0.632
6554,"A",1
63387,"A",0.27
66703,"A",0.926
47124,"A",0.602
59250,"A",0.396
19416,"A",0.024
357,"A",0.012
57030,"A",0.02
82044,"A",0.978
28300,"A",0.356
77854,"A",0.35
96706,"A",0.02
62394,"A",0.05
79720,"A",0.996
46506,"A",0.072
70952,"A",0.97
96347,"A",0.228
59764,"A",0.904
32656,"A",0.928
8244,"A",0.78
41897,"A",0.092
31234,"A",0.004
33671,"A",0.1
34912,"A",0.964
77994,"A",0.254
58244,"A",0.1
30978,"A",0.596
41541,"A",0.294
8076,"A",0.276
31077,"A",0.686
40571,"A",0.984
84403,"A",0.048
22696,"A",0.754
9561,"A",0.784
96607,"A",0.09
23722,"A",0.948
40937,"A",0.68
1827,"A",0.098
45917,"A",0.416
21312,"A",0.294
45522,"A",0.002
25308,"A",0
96826,"A",0.62
8911,"A",0.228
29738,"A",0.704
87415,"A",0.662
2087,"A",0.34
88667,"A",0.924
37667,"A",0.046
61654,"A",0.316
79947,"A",0.004
64667,"A",0.19
85519,"A",0.13
62367,"A",0.234
98639,"A",0.252
37246,"A",0.168
71504,"A",0.6
11219,"A",0
22946,"A",0.222
80752,"A",0.98
26843,"A",0.98
84623,"A",0.774
39759,"A",0.916
80569,"A",1
68032,"A",0.818
53543,"A",0.498
86102,"A",0.962
29500,"A",0.956
68637,"A",0.6
83537,"A",0.91
47384,"A",0.962
19552,"A",0.54
16031,"A",0.994
95290,"A",0.842
6487,"A",0.016
88974,"A",0.384
4413,"A",0
61502,"A",0.266
13133,"A",0.088
38749,"A",0.67
34323,"A",0.84
40659,"A",0.438
47329,"A",0.044
89070,"A",0.954
24625,"A",0.886
4820,"A",0.78
21263,"A",0.856
99334,"A",0.004
52481,"A",0.634
43534,"A",0.05
23126,"A",0.998
14014,"A",0.128
91907,"A",0.482
6936,"A",0.54
71262,"A",0.018
7902,"A",0.214
38774,"A",0.26
14691,"A",0.4
2118,"A",0.926
31329,"A",0.982
70050,"A",0.2
84701,"A",0.13
73780,"A",0.984
87902,"A",0
90856,"A",0.98
30457,"A",0.494
21581,"A",0.818
44519,"A",0.294
68416,"A",0.282
8589,"A",0.136
29430,"A",0.696
82302,"A",0.038
48111,"A",0.252
58623,"A",0.69
99144,"A",0.046
5383,"A",0.176
34548,"A",0.974
66118,"A",0.516
76882,"A",0.234
45853,"A",0.368
94958,"A",0.996
6498,"A",0.558
78066,"A",0.222
77282,"A",0.704
26670,"A",0.006
13244,"A",0.51
18799,"A",0.012
52701,"A",0.982
33260,"A",0.54
81284,"A",0.994
24896,"A",0.544
38046,"A",0.572
76539,"A",0.812
44035,"A",0.828
64324,"A",0.394
85709,"A",0.03
94693,"A",0.278
83369,"A",0.156
99142,"A",0.158
45698,"A",0.06
63744,"A",0.44
28474,"A",0.8
98458,"A",0.248
60950,"A",0.23
96089,"A",0.052
70422,"A",0.004
88963,"A",0.004
82552,"A",0.032
99439,"A",0.87
29043,"A",0.052
13459,"A",0.698
83979,"A",0.388
36819,"A",0
41980,"A",0.892
90287,"A",0.028
7875,"A",0.612
93343,"A",0
74862,"A",0.214
45242,"A",0.952
95035,"A",0.588
94449,"A",0.464
44373,"A",0.426
35935,"A",0.012
41957,"A",0.072
13583,"A",0.656
53702,"A",0.1
37370,"A",0.64
92400,"A",0.64
75687,"A",0.726
15707,"A",0.272
37461,"A",0.008
49695,"A",0.892
81152,"A",0
4708,"A",0.432
10706,"A",0.538
27193,"A",0.972
65698,"A",0.01
938,"A",0.808
15302,"A",0.54
42502,"A",0.04
71532,"A",0.538
58713,"A",0.91
39870,"A",0.046
80804,"A",0.68
74044,"A",0.782
88328,"A",0.924
27682,"A",0.042
48475,"A",0.99
32781,"A",0.03
25557,"A",0.898
61773,"A",0.634
98498,"A",0.354
8133,"A",0.842
51968,"A",0.722
41005,"A",0.556
15980,"A",0.97
43067,"A",0.218
58238,"A",0.626
49558,"A",0.21
50274,"A",0.922
53095,"A",0.686
72241,"A",0.786
96299,"A",0.188
99883,"A",0.984
30301,"A",0.292
44042,"A",0.066
31115,"A",0.044
99685,"A",0.882
71401,"A",0.11
75080,"A",0.32
99887,"A",0.072
31679,"A",0.664
45167,"A",0.422
59652,"A",0.178
70183,"A",0.816
49097,"A",0.988
50791,"A",0.914
56780,"A",0.002
30593,"A",0.6
49796,"A",0.954
52829,"A",0.856
27064,"A",0.086
42776,"A",0.188
98868,"A",0.722
67996,"A",0.666
76496,"A",0.314
42823,"A",0.716
96973,"A",0.372
51472,"A",0.23
1184,"A",0.754
35853,"A",0.31
62906,"A",0.55
15047,"A",0.058
72985,"A",0.232
51908,"A",0.28
37851,"A",0.078
17925,"A",0.696
40322,"A",0.03
21310,"A",0.23
18921,"A",0.25
19332,"A",0.094
99779,"A",0.292
10534,"A",0.674
53648,"A",0.014
86617,"A",0.93
69448,"A",0.738
51776,"A",0.018
48202,"A",0.324
7151,"A",0.362
15506,"A",0.978
97879,"A",0.386
60281,"A",0.398
20099,"A",0.444
56948,"A",0.73
83064,"A",0.014
56501,"A",0.588
1068,"A",0.25
81087,"A",0.226
88571,"A",0.612
94255,"A",0.236
13265,"A",0.16
97241,"A",0.26
89657,"A",1
71178,"A",0.044
32979,"A",0.232
92266,"A",0
92219,"A",0.092
42127,"A",0.026
79117,"A",0.848
74767,"A",0.002
93569,"A",0.11
83548,"A",0.39
49061,"A",0.722
87752,"A",0.288
15688,"A",0.41
8107,"A",0.996
52259,"A",0.772
61311,"A",0.782
67385,"A",0.18
82337,"A",0.996
53231,"A",0.502
74298,"A",0.574
58283,"A",0.066
27372,"A",0.894
3641,"A",0.372
76221,"A",0.158
18424,"A",0.878
92416,"A",0.956
16117,"A",0.938
28073,"A",0.528
3000,"A",0.038
25956,"A",0.25
7535,"A",0.74
52394,"A",0.166
94644,"A",0.016
7337,"A",0.91
23844,"A",0.966
47355,"A",0.074
11376,"A",0.024
63431,"A",0.748
63638,"A",0.9
76520,"A",0.528
76538,"A",0.138
52020,"A",0.502
47056,"A",0.006
36149,"A",0.138
23649,"A",0.268
13180,"A",0.416
68725,"A",0.922
64449,"A",0.596
72689,"A",0.186
74046,"A",0.112
52225,"A",0.016
85153,"A",0.832
37186,"A",0.264
76220,"A",0.95
79788,"A",0.022
19834,"A",0.274
33395,"A",0.144
84830,"A",0.072
78821,"A",0.004
1513,"A",0.554
11883,"A",0.174
87826,"A",0.86
79166,"A",0.546
85472,"A",0.358
99338,"A",0.722
78122,"A",0.518
61728,"A",0.008
61400,"A",0.882
1069,"A",0.118
48224,"A",0.136
43494,"A",0.06
91685,"A",0.33
47112,"A",0.852
80454,"A",0.868
7534,"A",0.22
65793,"A",0.352
69660,"A",1
72724,"A",0.012
32217,"A",0.884
71056,"A",0.7
97907,"A",0.558
47853,"A",0.092
24141,"A",0.84
27010,"A",0.43
25288,"A",0.24
77503,"A",0.788
36309,"A",0.17
47317,"A",0.716
37074,"A",0.986
79133,"A",0.24
51299,"A",0.224
66682,"A",0.82
69477,"A",0.098
12968,"A",0.018
69044,"A",0.02
73695,"A",0.04
66716,"A",0.784
36122,"A",0.182
13854,"A",0.318
55362,"A",0.946
49341,"A",0.4
37786,"A",0.962
17937,"A",0.942
99262,"A",0.022
73475,"A",0.412
15634,"A",0.046
29221,"A",0.144
38194,"A",0.002
64880,"A",0.802
72952,"A",0.77
3872,"A",0.092
43998,"A",0.77
84989,"A",0.694
55517,"A",0.898
32363,"A",0.062
35922,"A",0.016
6661,"A",0.91
12310,"A",0.082
94904,"A",0.258
83600,"A",0.156
56121,"A",0.006
61058,"A",0.464
19029,"A",0.1
18384,"A",1
38796,"A",0.22
60161,"A",0.918
22419,"A",0.596
57612,"A",0.896
75659,"A",0.106
60208,"A",0.466
39288,"A",0.6
80504,"A",0.042
89212,"A",0.72
11209,"A",0.236
90918,"A",0.938
36920,"A",0
86046,"A",0.982
70384,"A",1
76929,"A",0.926
5977,"A",0.634
62248,"A",0.256
58545,"A",0.446
24750,"A",0.726
4586,"A",0.67
57962,"A",0.688
66169,"A",0.838
52876,"A",0.702
93476,"A",0.45
7027,"A",0.316
91519,"A",0.82
78475,"A",0.648
33841,"A",0.254
95325,"A",0.184
96494,"A",0.186
58756,"A",0.004
55204,"A",0.522
72455,"A",0.988
71142,"A",0.004
52313,"A",0.872
8814,"A",0.958
64362,"A",0.05
40533,"A",0.596
49771,"A",0.114
22273,"A",0.02
48613,"A",0.686
19166,"A",0.836
16618,"A",0.416
45294,"A",0.424
65682,"A",0.064
88558,"A",0.634
12717,"A",0.468
43888,"A",0.834
78267,"A",0.048
41934,"A",0.208
35063,"A",0.722
53744,"A",0.046
56537,"A",0.264
21239,"A",0.338
50344,"A",0.544
85106,"A",0.232
17403,"A",0
28904,"A",0.986
26984,"A",0.702
16282,"A",0.872
5380,"A",0.994
17437,"A",0.866
10301,"A",0.152
3847,"A",0.544
11356,"A",0.196
34070,"A",0.112
15021,"A",0.936
66657,"A",0.828
81085,"A",0.3
79609,"A",0.392
15063,"A",0.432
62149,"A",0.912
7372,"A",0.104
86756,"A",0.728
45021,"A",0.406
17693,"A",0.79
85142,"A",0.1
11577,"A",0.942
33288,"A",0.178
15464,"A",0.878
52752,"A",0.124
46882,"A",0.73
42512,"A",0.158
51944,"A",0.918
27765,"A",0.844
23294,"A",0.364
55056,"A",0.398
26194,"A",0.658
25895,"A",0.802
37063,"A",0.536
25775,"A",0.358
69543,"A",0.024
69529,"A",0.794
94934,"A",0.326
82506,"A",0.124
14865,"A",0.608
74440,"A",0.768
73192,"A",0.81
6778,"A",0.892
177,"A",0.334
59498,"A",0.928
73802,"A",0.126
96606,"A",0.92
7289,"A",0.036
10950,"A",0.292
3346,"A",0.972
50755,"A",0.028
43344,"A",0.902
9135,"B",0
117,"B",0.036
29085,"B",0.002
55442,"B",0.016
29281,"B",0.016
63854,"B",0.002
87565,"B",0.018
64033,"B",0.006
395,"B",0.06
64544,"B",0.002
66639,"B",0.194
8102,"B",0.108
60204,"B",0.196
14800,"B",0.304
79821,"B",0.004
77704,"B",0.032
58191,"B",0.124
14093,"B",0.012
25901,"B",0.204
5975,"B",0.014
4689,"B",0.026
56320,"B",0.156
74375,"B",0.03
49456,"B",0.13
14129,"B",0.034
89232,"B",0.342
65412,"B",0.158
88120,"B",0.066
93808,"B",0.248
8571,"B",0.042
39323,"B",0.048
375,"B",0.058
84199,"B",0
35382,"B",0.038
82785,"B",0.034
60951,"B",0.006
36193,"B",0.108
65574,"B",0.028
51811,"B",0.036
12078,"B",0.004
84891,"B",0.172
88811,"B",0.084
23433,"B",0.068
64166,"B",0.22
14336,"B",0.002
90313,"B",0.014
92817,"B",0.156
10862,"B",0.016
17583,"B",0.062
12346,"B",0.002
94589,"B",0.238
83464,"B",0.096
30322,"B",0.036
30945,"B",0.002
28906,"B",0.04
7910,"B",0.122
19793,"B",0.036
49466,"B",0
41835,"B",0.016
79912,"B",0.034
43092,"B",0.006
53361,"B",0.296
29411,"B",0.06
67132,"B",0
34945,"B",0.202
11931,"B",0.112
29321,"B",0.022
75126,"B",0.006
16690,"B",0.038
85412,"B",0.03
47328,"B",0.228
68185,"B",0.036
33468,"B",0.044
12074,"B",0.036
38765,"B",0.074
56706,"B",0.03
78944,"B",0.026
64666,"B",0.12
11681,"B",0.154
3832,"B",0.146
57455,"B",0.098
84406,"B",0.34
23936,"B",0.158
79048,"B",0.026
71266,"B",0.246
4285,"B",0.058
52733,"B",0.016
75392,"B",0.47
42611,"B",0.006
58206,"B",0.12
50549,"B",0.142
57069,"B",0.01
49621,"B",0.314
90244,"B",0.008
69756,"B",0.056
36400,"B",0.146
2988,"B",0.026
21136,"B",0.316
23656,"B",0.128
90540,"B",0.044
73089,"B",0.014
10106,"B",0.062
67913,"B",0.004
48993,"B",0.01
26328,"B",0.074
46256,"B",0.032
9036,"B",0.022
58307,"B",0.006
64600,"B",0.01
93494,"B",0.022
40365,"B",0.322
60596,"B",0.248
55750,"B",0.186
63926,"B",0.012
20369,"B",0.218
12171,"B",0.112
86726,"B",0.082
25785,"B",0.29
76981,"B",0.106
56696,"B",0.05
52969,"B",0.002
4100,"B",0.07
97595,"B",0.028
84004,"B",0.056
80808,"B",0.004
3251,"B",0.002
18309,"B",0.024
68583,"B",0.234
27159,"B",0.008
31171,"B",0.046
54713,"B",0.138
62154,"B",0.004
81070,"B",0.018
30142,"B",0.054
78616,"B",0.124
42466,"B",0.038
93444,"B",0.086
94043,"B",0.154
15677,"B",0.022
95093,"B",0.014
86898,"B",0.022
94718,"B",0
66619,"B",0.012
34044,"B",0.236
50853,"B",0.16
54875,"B",0.072
63792,"B",0.058
11417,"B",0.024
810,"B",0.038
17828,"B",0.03
14410,"B",0.016
85183,"B",0.06
77144,"B",0.028
96185,"B",0.044
83821,"B",0.014
34132,"B",0.046
28985,"B",0.18
48386,"B",0.028
42914,"B",0.16
63566,"B",0.012
36054,"B",0.03
7770,"B",0.006
48544,"B",0.098
16133,"B",0
63046,"B",0.14
11501,"B",0.038
51103,"B",0.032
48437,"B",0.024
78655,"B",0.002
33853,"B",0.362
96,"B",0.01
51959,"B",0.002
67169,"B",0
45631,"B",0.062
46147,"B",0.008
50883,"B",0.164
40472,"B",0.06
72956,"B",0.004
64859,"B",0.112
34693,"B",0.232
9364,"B",0.006
69727,"B",0.022
